id_cliente,lifetime_volume_eur,avg_eur_per_month,n_distinct_categories,n_active_months,size_bucket,breadth_bucket,clinic_typology
1000077233,2846.41,406.63,2,7,small,mixed,small_mixed
1000077246,704.4904000000001,234.83013333333338,2,3,small,mixed,small_mixed
1000077259,36089.8098,767.8682936170213,2,47,medium,mixed,medium_mixed
1000077269,4901.100399999999,272.28335555555554,1,18,small,narrow,small_narrow
1000077285,329.3232,329.3232,1,1,small,narrow,small_narrow
1000077287,3569.552,356.9552,1,10,small,narrow,small_narrow
1000077299,5262.4516,1315.6129,1,4,large,narrow,large_narrow
1000077327,5517.8592,1839.2864,2,3,large,mixed,large_mixed
1000077358,10174.1652,1130.4628,1,9,medium,narrow,medium_narrow
1000077359,5168.8168000000005,516.8816800000001,3,10,small,broad,small_broad
1000077362,9856.2088,704.0149142857143,2,14,medium,mixed,medium_mixed
1000077380,3202.6744,1067.5581333333332,1,3,medium,narrow,medium_narrow
1000077389,12404.978200000001,1033.7481833333334,2,12,medium,mixed,medium_mixed
1000077396,6270.2032,627.02032,1,10,small,narrow,small_narrow
1000077397,1388.1311999999998,347.03279999999995,1,4,small,narrow,small_narrow
1000077398,574.2432,574.2432,1,1,small,narrow,small_narrow
1000077399,9000.7158,1500.1193,2,6,large,mixed,large_mixed
1000077411,752.4382,752.4382,1,1,medium,narrow,medium_narrow
1000077426,43878.4542,877.569084,3,50,medium,broad,medium_broad
1000077427,6453.7048,586.7004363636364,1,11,small,narrow,small_narrow
1000077429,81870.0992,2339.1456914285714,2,35,large,mixed,large_mixed
1000077436,13199.3668,824.960425,2,16,medium,mixed,medium_mixed
1000077440,5760.1102,1440.02755,1,4,large,narrow,large_narrow
1000077444,4276.7114,855.3422800000001,1,5,medium,narrow,medium_narrow
1000077452,3563.0208000000002,593.8368,2,6,small,mixed,small_mixed
1000077453,7349.8294000000005,1224.9715666666668,2,6,large,mixed,large_mixed
1000077454,1368.0352,684.0176,1,2,small,narrow,small_narrow
1000077455,15135.6792,945.97995,2,16,medium,mixed,medium_mixed
1000077456,1398.1478,1398.1478,1,1,large,narrow,large_narrow
1000077457,41011.7912,1864.1723272727272,1,22,large,narrow,large_narrow
1000077462,36283.5792,2134.328188235294,3,17,large,broad,large_broad
1000077470,4421.151400000001,491.2390444444445,2,9,small,mixed,small_mixed
1000077486,159.0096,159.0096,1,1,small,narrow,small_narrow
1000077490,4042.5302,577.5043142857143,1,7,small,narrow,small_narrow
1000077491,2372.4898,395.41496666666666,1,6,small,narrow,small_narrow
1000077505,24212.9482,1862.534476923077,1,13,large,narrow,large_narrow
1000077506,1931.2884000000001,643.7628000000001,1,3,small,narrow,small_narrow
1000077509,91517.341,1867.700836734694,3,49,large,broad,large_broad
1000077513,53184.6606,1833.9538137931036,3,29,large,broad,large_broad
1000077523,2309.4072,769.8024,2,3,medium,mixed,medium_mixed
1000077525,2536.021,422.6701666666667,2,6,small,mixed,small_mixed
1000077528,52128.1448,1930.6720296296296,3,27,large,broad,large_broad
1000077538,15649.4146,782.47073,2,20,medium,mixed,medium_mixed
1000077542,17166.0032,1144.4002133333333,1,15,medium,narrow,medium_narrow
1000077547,275.5664,275.5664,1,1,small,narrow,small_narrow
1000077557,787.6062000000002,393.8031000000001,1,2,small,narrow,small_narrow
1000077559,577.7285999999999,577.7285999999999,1,1,small,narrow,small_narrow
1000077565,12966.5044,1440.722711111111,2,9,large,mixed,large_mixed
1000077576,4146.4956,1036.6239,1,4,medium,narrow,medium_narrow
1000077587,3409.3806,487.0543714285714,1,7,small,narrow,small_narrow
1000077601,6883.0998,688.30998,1,10,small,narrow,small_narrow
1000077606,1045.2118,522.6059,1,2,small,narrow,small_narrow
1000077611,15635.7556,3908.9389,3,4,large,broad,large_broad
1000077612,6379.318200000001,579.9380181818183,1,11,small,narrow,small_narrow
1000077638,3102.0374,775.50935,1,4,medium,narrow,medium_narrow
1000077668,2898.1886,724.54715,1,4,medium,narrow,medium_narrow
1000077675,3644.4410000000003,911.1102500000001,1,4,medium,narrow,medium_narrow
1000077677,18919.1594,2364.894925,1,8,large,narrow,large_narrow
1000077678,8781.7008,675.5154461538461,2,13,small,mixed,small_mixed
1000077685,10848.3232,678.0202,2,16,small,mixed,small_mixed
1000077695,7563.789,945.473625,1,8,medium,narrow,medium_narrow
1000077706,27822.6608,1159.2775333333334,3,24,medium,broad,medium_broad
1000077707,7341.131600000001,1223.5219333333334,2,6,large,mixed,large_mixed
1000077708,57137.1042,1393.5879073170731,3,41,large,broad,large_broad
1000077709,648.8182,648.8182,1,1,small,narrow,small_narrow
1000077719,11235.862000000001,1021.4420000000001,1,11,medium,narrow,medium_narrow
1000077720,43298.7474,1804.114475,3,24,large,broad,large_broad
1000077721,1042.48,1042.48,1,1,medium,narrow,medium_narrow
1000077725,34086.8038,2005.106105882353,1,17,large,narrow,large_narrow
1000077727,202.53,202.53,1,1,small,narrow,small_narrow
1000077738,4033.0160000000005,806.6032000000001,1,5,medium,narrow,medium_narrow
1000077743,2714.9068,542.98136,1,5,small,narrow,small_narrow
1000077777,1194.4246,597.2123,1,2,small,narrow,small_narrow
1000077779,10931.564600000002,780.826042857143,1,14,medium,narrow,medium_narrow
1000077780,10472.0884,3490.6961333333334,1,3,large,narrow,large_narrow
1000077781,51798.664600000004,1918.4690592592594,2,27,large,mixed,large_mixed
1000077782,233846.69580000002,5567.778471428572,3,42,large,broad,large_broad
1000077786,866.64,433.32,1,2,small,narrow,small_narrow
1000077789,14932.4898,933.2806125,3,16,medium,broad,medium_broad
1000077795,6023.5562,3011.7781,1,2,large,narrow,large_narrow
1000077796,11309.0868,1256.5652,1,9,large,narrow,large_narrow
1000077804,413.3496,413.3496,1,1,small,narrow,small_narrow
1000077805,13199.618,1099.9681666666668,2,12,medium,mixed,medium_mixed
1000077813,5304.8416,530.48416,2,10,small,mixed,small_mixed
1000077814,1915.7767999999999,212.8640888888889,2,9,small,mixed,small_mixed
1000077817,311.36240000000004,155.68120000000002,1,2,small,narrow,small_narrow
1000077820,14593.8722,694.9462952380952,2,21,medium,mixed,medium_mixed
1000077824,1624.8872,812.4436,1,2,medium,narrow,medium_narrow
1000077826,4783.5702,956.7140400000001,1,5,medium,narrow,medium_narrow
1000077829,483.6542,483.6542,1,1,small,narrow,small_narrow
1000077835,6989.012,998.4302857142857,2,7,medium,mixed,medium_mixed
1000077854,24554.1406,1292.3231894736841,2,19,large,mixed,large_mixed
1000077857,623.4156,623.4156,1,1,small,narrow,small_narrow
1000077858,2207.6712,2207.6712,1,1,large,narrow,large_narrow
1000077867,6397.8756,533.1563,2,12,small,mixed,small_mixed
1000077876,32181.6402,1072.72134,3,30,medium,broad,medium_broad
1000077880,18752.9592,625.09864,1,30,small,narrow,small_narrow
1000077884,10792.965,634.880294117647,1,17,small,narrow,small_narrow
1000077887,16085.466400000001,893.6370222222223,3,18,medium,broad,medium_broad
1000077888,16017.0458,942.1791647058824,2,17,medium,mixed,medium_mixed
1000077889,6073.859,2024.6196666666667,1,3,large,narrow,large_narrow
1000077895,343.98699999999997,171.99349999999998,1,2,small,narrow,small_narrow
1000077896,1701.9742,850.9871,2,2,medium,mixed,medium_mixed
1000077908,2809.4836,561.89672,1,5,small,narrow,small_narrow
1000077932,3436.9184,429.6148,1,8,small,narrow,small_narrow
1000077938,26535.4178,982.7932518518518,3,27,medium,broad,medium_broad
1000077939,4718.792,524.3102222222223,1,9,small,narrow,small_narrow
1000077944,28506.8354,1357.4683523809524,2,21,large,mixed,large_mixed
1000077955,688.7904,344.3952,1,2,small,narrow,small_narrow
1000077958,5416.2488,902.7081333333334,1,6,medium,narrow,medium_narrow
1000077960,4627.6692,661.0956,1,7,small,narrow,small_narrow
1000077966,14602.8526,663.7660272727272,3,22,small,broad,small_broad
1000077968,2263.7201999999997,1131.8600999999999,1,2,medium,narrow,medium_narrow
1000077976,6127.5844,1531.8961,2,4,large,mixed,large_mixed
1000077977,62052.837,2482.11348,2,25,large,mixed,large_mixed
1000077993,6864.3225999999995,2288.1075333333333,1,3,large,narrow,large_narrow
1000077995,1268.3088,634.1544,1,2,small,narrow,small_narrow
1000077996,8902.2454,989.1383777777778,2,9,medium,mixed,medium_mixed
1000078003,2972.2926,594.45852,1,5,small,narrow,small_narrow
1000078005,5866.3364,1173.26728,1,5,medium,narrow,medium_narrow
1000078007,6031.9086,1005.3181,2,6,medium,mixed,medium_mixed
1000078012,962.096,962.096,1,1,medium,narrow,medium_narrow
1000078013,1822.5502,455.63755,3,4,small,broad,small_broad
1000078021,51387.3246,2234.231504347826,2,23,large,mixed,large_mixed
1000078025,5281.4486,754.4926571428571,1,7,medium,narrow,medium_narrow
1000078028,1049.3880000000001,262.34700000000004,1,4,small,narrow,small_narrow
1000078030,19550.9902,1777.3627454545456,1,11,large,narrow,large_narrow
1000078034,467.4832,467.4832,1,1,small,narrow,small_narrow
1000078040,3267.6724000000004,544.6120666666667,1,6,small,narrow,small_narrow
1000078043,5772.0108,1154.40216,2,5,medium,mixed,medium_mixed
1000078064,5042.9342,458.4485636363636,1,11,small,narrow,small_narrow
1000078083,3440.4352000000003,430.05440000000004,2,8,small,mixed,small_mixed
1000078084,8905.04,685.003076923077,1,13,small,narrow,small_narrow
1000078086,51119.3884,3407.959226666667,2,15,large,mixed,large_mixed
1000078097,28629.4838,2385.790316666667,1,12,large,narrow,large_narrow
1000078098,10446.2148,1305.77685,3,8,large,broad,large_broad
1000078099,1240.0488,1240.0488,1,1,large,narrow,large_narrow
1000078110,5356.1178,892.6863,1,6,medium,narrow,medium_narrow
1000078114,17632.0106,928.000557894737,2,19,medium,mixed,medium_mixed
1000078121,19268.924,664.4456551724138,3,29,small,broad,small_broad
1000078127,11196.580600000001,933.0483833333334,1,12,medium,narrow,medium_narrow
1000078135,6967.3146,1393.46292,1,5,large,narrow,large_narrow
1000078140,5419.483,774.2118571428572,2,7,medium,mixed,medium_mixed
1000078144,7322.2602,1046.0371714285714,1,7,medium,narrow,medium_narrow
1000078147,299.87,299.87,1,1,small,narrow,small_narrow
1000078151,15632.6156,2233.2308,1,7,large,narrow,large_narrow
1000078152,8707.7538,1741.55076,1,5,large,narrow,large_narrow
1000078158,8329.5408,1665.9081600000002,1,5,large,narrow,large_narrow
1000078159,25312.9844,3616.140628571429,1,7,large,narrow,large_narrow
1000078163,11633.857,894.9120769230769,3,13,medium,broad,medium_broad
1000078169,3150.6760000000004,630.1352,1,5,small,narrow,small_narrow
1000078170,1442.2020000000002,721.1010000000001,1,2,medium,narrow,medium_narrow
1000078175,6932.178,1733.0445,2,4,large,mixed,large_mixed
1000078182,10402.1292,866.8440999999999,2,12,medium,mixed,medium_mixed
1000078185,6168.3416,1028.0569333333333,1,6,medium,narrow,medium_narrow
1000078192,58967.4102,2033.358972413793,2,29,large,mixed,large_mixed
1000078194,4064.5102,1016.12755,2,4,medium,mixed,medium_mixed
1000078203,7246.0524000000005,805.1169333333333,2,9,medium,mixed,medium_mixed
1000078212,534.6164,534.6164,1,1,small,narrow,small_narrow
1000078214,8269.975,1378.3291666666667,2,6,large,mixed,large_mixed
1000078226,7315.6348,2438.544933333333,1,3,large,narrow,large_narrow
1000078227,16352.3036,1486.5730545454544,2,11,large,mixed,large_mixed
1000078233,61458.0582,1617.3173210526315,3,38,large,broad,large_broad
1000078239,1358.6466,679.3233,1,2,small,narrow,small_narrow
1000078247,29353.7562,1956.91708,2,15,large,mixed,large_mixed
1000078251,7787.0744,865.2304888888889,2,9,medium,mixed,medium_mixed
1000078252,16243.1572,1249.4736307692308,1,13,large,narrow,large_narrow
1000078257,118644.4604,2579.2273999999998,2,46,large,mixed,large_mixed
1000078260,833.6386000000001,833.6386000000001,1,1,medium,narrow,medium_narrow
1000078261,27290.7134,1364.53567,2,20,large,mixed,large_mixed
1000078272,18807.124200000002,1253.8082800000002,2,15,large,mixed,large_mixed
1000078274,15870.690400000001,3174.13808,1,5,large,narrow,large_narrow
1000078280,3262.5542,815.63855,1,4,medium,narrow,medium_narrow
1000078284,3892.6265999999996,1297.5421999999999,1,3,large,narrow,large_narrow
1000078287,30441.4836,1087.195842857143,2,28,medium,mixed,medium_mixed
1000078288,9190.3718,574.3982375,2,16,small,mixed,small_mixed
1000078290,5693.8562,1423.46405,1,4,large,narrow,large_narrow
1000078297,17395.5372,1087.221075,2,16,medium,mixed,medium_mixed
1000078299,105597.0382,2295.5877869565215,2,46,large,mixed,large_mixed
1000078303,10873.0978,836.3921384615385,2,13,medium,mixed,medium_mixed
1000078304,32289.4992,2306.3928,1,14,large,narrow,large_narrow
1000078305,30632.709600000002,1612.2478736842106,3,19,large,broad,large_broad
1000078307,10947.2332,1216.3592444444446,1,9,large,narrow,large_narrow
1000078311,6705.564200000001,558.7970166666668,2,12,small,mixed,small_mixed
1000078317,1586.1709999999998,793.0854999999999,1,2,medium,narrow,medium_narrow
1000078320,8200.2042,1366.7007,1,6,large,narrow,large_narrow
1000078323,448.4234,448.4234,1,1,small,narrow,small_narrow
1000078324,2514.9516,628.7379,3,4,small,broad,small_broad
1000078331,3666.2326000000003,611.0387666666667,1,6,small,narrow,small_narrow
1000078333,140.2638,140.2638,1,1,small,narrow,small_narrow
1000078339,17608.806,926.7792631578948,2,19,medium,mixed,medium_mixed
1000078346,4618.0608,4618.0608,1,1,large,narrow,large_narrow
1000078347,8941.307,993.4785555555557,1,9,medium,narrow,medium_narrow
1000078351,6680.7582,607.3416545454546,1,11,small,narrow,small_narrow
1000078355,11383.379200000001,758.8919466666667,2,15,medium,mixed,medium_mixed
1000078356,150.5316,150.5316,1,1,small,narrow,small_narrow
1000078358,320.28,320.28,1,1,small,narrow,small_narrow
1000078364,25592.1618,882.4883379310345,3,29,medium,broad,medium_broad
1000078369,5761.2406,720.155075,1,8,medium,narrow,medium_narrow
1000078372,671.7716,335.8858,1,2,small,narrow,small_narrow
1000078373,46782.5146,1949.2714416666668,1,24,large,narrow,large_narrow
1000078377,47575.1762,1640.5233172413793,1,29,large,narrow,large_narrow
1000078379,3542.6422000000002,1180.8807333333334,1,3,medium,narrow,medium_narrow
1000078381,3170.3010000000004,634.0602000000001,1,5,small,narrow,small_narrow
1000078382,3704.1324,740.82648,2,5,medium,mixed,medium_mixed
1000078385,34806.6802,1087.70875625,3,32,medium,broad,medium_broad
1000078392,6798.5082,849.813525,3,8,medium,broad,medium_broad
1000078393,15404.3062,1283.6921833333333,1,12,large,narrow,large_narrow
1000078395,5371.5666,767.3666571428572,1,7,medium,narrow,medium_narrow
1000078400,12559.6546,1141.786781818182,2,11,medium,mixed,medium_mixed
1000078406,12119.8034,712.9296117647059,2,17,medium,mixed,medium_mixed
1000078409,10476.1704,551.3773894736843,2,19,small,mixed,small_mixed
1000078411,3705.8908,127.78933793103448,1,29,small,narrow,small_narrow
1000078414,579.0473999999999,579.0473999999999,1,1,small,narrow,small_narrow
1000078422,1077.8364,269.4591,2,4,small,mixed,small_mixed
1000078423,4938.7176,1234.6794,2,4,large,mixed,large_mixed
1000078424,7952.678,883.6308888888889,2,9,medium,mixed,medium_mixed
1000078427,5614.477,374.2984666666667,1,15,small,narrow,small_narrow
1000078429,19887.818,795.51272,1,25,medium,narrow,medium_narrow
1000078433,11847.534,1692.5048571428572,2,7,large,mixed,large_mixed
1000078434,4710.3454,942.06908,2,5,medium,mixed,medium_mixed
1000078436,8158.2538,1165.4648285714286,2,7,medium,mixed,medium_mixed
1000078439,7903.5056,658.6254666666667,1,12,small,narrow,small_narrow
1000078440,60560.3636,1835.1625333333332,2,33,large,mixed,large_mixed
1000078443,50703.5268,1300.0904307692308,3,39,large,broad,large_broad
1000078444,1013.3722,337.7907333333333,2,3,small,mixed,small_mixed
1000078445,1019.8720000000001,1019.8720000000001,1,1,medium,narrow,medium_narrow
1000078451,30448.0776,1602.5304,1,19,large,narrow,large_narrow
1000078455,4557.1134,1139.27835,1,4,medium,narrow,medium_narrow
1000078462,20475.343399999998,1706.2786166666665,2,12,large,mixed,large_mixed
1000078463,28261.099000000002,2826.1099000000004,3,10,large,broad,large_broad
1000078464,41833.3408,3803.0309818181818,1,11,large,narrow,large_narrow
1000078465,6307.004000000001,630.7004000000001,2,10,small,mixed,small_mixed
1000078467,639.4924,319.7462,1,2,small,narrow,small_narrow
1000078468,39347.214400000004,855.3742260869566,3,46,medium,broad,medium_broad
1000078469,29726.6312,2972.66312,2,10,large,mixed,large_mixed
1000078475,18641.5834,847.3447,3,22,medium,broad,medium_broad
1000078480,5470.2882,781.4697428571428,1,7,medium,narrow,medium_narrow
1000078481,46856.3988,1615.7378896551725,1,29,large,narrow,large_narrow
1000078484,9570.563,638.0375333333334,3,15,small,broad,small_broad
1000078487,1378.3344,344.5836,1,4,small,narrow,small_narrow
1000078490,3151.9948,630.39896,1,5,small,narrow,small_narrow
1000078493,55796.135800000004,2324.838991666667,2,24,large,mixed,large_mixed
1000078495,4080.43,2040.215,1,2,large,narrow,large_narrow
1000078496,7363.3942,818.1549111111111,1,9,medium,narrow,medium_narrow
1000078498,6302.3254,1260.46508,2,5,large,mixed,large_mixed
1000078502,10575.7084,1057.5708399999999,2,10,medium,mixed,medium_mixed
1000078513,21841.7772,1284.8104235294118,1,17,large,narrow,large_narrow
1000078518,2606.5454,1303.2727,1,2,large,narrow,large_narrow
1000078520,11396.316,814.0225714285715,2,14,medium,mixed,medium_mixed
1000078521,21418.254,738.5604827586208,3,29,medium,broad,medium_broad
1000078522,738.3396,369.1698,2,2,small,mixed,small_mixed
1000078523,29706.598,1100.2443703703705,2,27,medium,mixed,medium_mixed
1000078533,26960.4796,2995.6088444444445,3,9,large,broad,large_broad
1000078535,62069.1336,1939.660425,3,32,large,broad,large_broad
1000078536,6385.0016000000005,798.1252000000001,1,8,medium,narrow,medium_narrow
1000078545,3266.4792,1088.8264000000001,1,3,medium,narrow,medium_narrow
1000078547,377.428,377.428,1,1,small,narrow,small_narrow
1000078562,3648.994,608.1656666666667,1,6,small,narrow,small_narrow
1000078566,21997.584,2749.698,1,8,large,narrow,large_narrow
1000078569,447.7326,447.7326,1,1,small,narrow,small_narrow
1000078575,12445.6726,1382.8525111111112,1,9,large,narrow,large_narrow
1000078576,4383.3772,1095.8443,2,4,medium,mixed,medium_mixed
1000078584,3034.2448,1517.1224,1,2,large,narrow,large_narrow
1000078586,2330.2568,466.05136000000005,1,5,small,narrow,small_narrow
1000078590,14019.629,1274.5117272727273,2,11,large,mixed,large_mixed
1000078593,17317.4454,721.5602250000001,1,24,medium,narrow,medium_narrow
1000078595,8951.072400000001,745.9227000000001,1,12,medium,narrow,medium_narrow
1000078596,10765.019,5382.5095,1,2,large,narrow,large_narrow
1000078609,26787.811,1339.39055,2,20,large,mixed,large_mixed
1000078612,1454.0084,484.66946666666666,2,3,small,mixed,small_mixed
1000078614,3244.0595999999996,3244.0595999999996,1,1,large,narrow,large_narrow
1000078619,2569.0224,1284.5112,1,2,large,narrow,large_narrow
1000078623,3324.3494,831.08735,1,4,medium,narrow,medium_narrow
1000078625,990.9526,990.9526,1,1,medium,narrow,medium_narrow
1000078629,14534.4006,1211.2000500000001,2,12,large,mixed,large_mixed
1000078632,2587.6112000000003,1293.8056000000001,1,2,large,narrow,large_narrow
1000078633,59992.4318,1817.9524787878788,2,33,large,mixed,large_mixed
1000078634,10910.0242,641.7661294117647,2,17,small,mixed,small_mixed
1000078656,6493.865400000001,541.1554500000001,2,12,small,mixed,small_mixed
1000078657,3855.9200000000005,550.8457142857144,1,7,small,narrow,small_narrow
1000078659,2128.3548,532.0887,2,4,small,mixed,small_mixed
1000078661,6738.6912,748.7434666666667,2,9,medium,mixed,medium_mixed
1000078674,5266.3138,1755.4379333333334,1,3,large,narrow,large_narrow
1000078678,36990.9898,2055.054988888889,2,18,large,mixed,large_mixed
1000078679,33091.1098,1323.644392,2,25,large,mixed,large_mixed
1000078683,11212.8458,431.26329999999996,1,26,small,narrow,small_narrow
1000078685,4173.6566,596.2366571428572,1,7,small,narrow,small_narrow
1000078687,6923.5744,629.4158545454546,2,11,small,mixed,small_mixed
1000078691,533.2348000000001,533.2348000000001,1,1,small,narrow,small_narrow
1000078695,39073.4064,1001.8822153846154,3,39,medium,broad,medium_broad
1000078696,864.2850000000001,432.14250000000004,1,2,small,narrow,small_narrow
1000078699,2752.7437999999997,1376.3718999999999,2,2,large,mixed,large_mixed
1000078702,12274.103000000001,1753.4432857142858,1,7,large,narrow,large_narrow
1000078711,3506.9718000000003,584.4953,1,6,small,narrow,small_narrow
1000078712,5331.4374,484.67612727272723,1,11,small,narrow,small_narrow
1000078714,1839.4748,459.8687,2,4,small,mixed,small_mixed
1000078717,1817.9344,454.4836,1,4,small,narrow,small_narrow
1000078721,7778.6278,1296.4379666666666,1,6,large,narrow,large_narrow
1000078731,9940.580600000001,3313.526866666667,1,3,large,narrow,large_narrow
1000078735,5189.4466,864.9077666666667,1,6,medium,narrow,medium_narrow
1000078744,3492.5906000000004,582.0984333333334,2,6,small,mixed,small_mixed
1000078746,4320.388800000001,1080.0972000000002,1,4,medium,narrow,medium_narrow
1000078753,34079.7074,1135.9902466666667,2,30,medium,mixed,medium_mixed
1000078754,67468.8974,1466.7151608695654,2,46,large,mixed,large_mixed
1000078757,9839.5982,1405.6568857142859,3,7,large,broad,large_broad
1000078761,21463.9096,1341.49435,1,16,large,narrow,large_narrow
1000078762,5964.744,229.41323076923075,2,26,small,mixed,small_mixed
1000078767,35606.7836,937.0206210526317,2,38,medium,mixed,medium_mixed
1000078768,9061.600400000001,755.1333666666668,2,12,medium,mixed,medium_mixed
1000078777,9208.992,460.44960000000003,1,20,small,narrow,small_narrow
1000078779,6121.7126,680.1902888888889,2,9,small,mixed,small_mixed
1000078785,3285.9158,657.18316,1,5,small,narrow,small_narrow
1000078789,3030.9791999999998,1515.4895999999999,1,2,large,narrow,large_narrow
1000078792,2723.2592000000004,340.40740000000005,1,8,small,narrow,small_narrow
1000078795,25882.9886,2875.8876222222225,2,9,large,mixed,large_mixed
1000078796,1228.5564,1228.5564,1,1,large,narrow,large_narrow
1000078797,69348.784,2476.7422857142856,2,28,large,mixed,large_mixed
1000078799,25334.744599999998,1809.6246142857142,2,14,large,mixed,large_mixed
1000078810,797.3716,265.7905333333333,1,3,small,narrow,small_narrow
1000078813,107134.4764,2975.957677777778,3,36,large,broad,large_broad
1000078816,2760.8136,2760.8136,1,1,large,narrow,large_narrow
1000078817,9788.8872,1631.4812,3,6,large,broad,large_broad
1000078819,643.9826,321.9913,1,2,small,narrow,small_narrow
1000078820,4094.2146000000002,314.93958461538466,1,13,small,narrow,small_narrow
1000078822,7166.704600000001,1433.34092,2,5,large,mixed,large_mixed
1000078824,53357.235,1905.6155357142857,3,28,large,broad,large_broad
1000078839,9141.733199999999,831.0666545454544,2,11,medium,mixed,medium_mixed
1000078850,40979.229400000004,1517.7492370370371,3,27,large,broad,large_broad
1000078857,7571.482000000001,688.3165454545456,2,11,small,mixed,small_mixed
1000078863,453.9812000000001,453.9812000000001,1,1,small,narrow,small_narrow
1000078865,12940.254,862.6836000000001,1,15,medium,narrow,medium_narrow
1000078880,846.6382,846.6382,1,1,medium,narrow,medium_narrow
1000078882,4599.3464,2299.6732,1,2,large,narrow,large_narrow
1000078889,4033.9579999999996,1344.6526666666666,1,3,large,narrow,large_narrow
1000078897,27039.450600000004,932.3948482758622,3,29,medium,broad,medium_broad
1000078900,519.4502,519.4502,1,1,small,narrow,small_narrow
1000078905,5011.3772,250.56886,1,20,small,narrow,small_narrow
1000078909,1502.804,751.402,1,2,medium,narrow,medium_narrow
1000078910,12392.3554,476.62905384615385,1,26,small,narrow,small_narrow
1000078911,280.5276,280.5276,1,1,small,narrow,small_narrow
1000078915,1855.8028,927.9014,1,2,medium,narrow,medium_narrow
1000078917,40371.0114,1922.4291142857144,2,21,large,mixed,large_mixed
1000078921,322565.0408,9774.698206060606,2,33,large,mixed,large_mixed
1000078930,16145.252,1076.3501333333334,3,15,medium,broad,medium_broad
1000078935,9778.7764,1396.9680571428573,1,7,large,narrow,large_narrow
1000078936,10814.3798,1544.9114000000002,1,7,large,narrow,large_narrow
1000078940,30074.103600000002,1202.964144,2,25,large,mixed,large_mixed
1000078946,66714.01,2152.064838709677,3,31,large,broad,large_broad
1000078951,6869.7234,763.3026,3,9,medium,broad,medium_broad
1000078954,4463.0704000000005,1487.6901333333335,1,3,large,narrow,large_narrow
1000078957,31525.5686,955.3202606060605,1,33,medium,narrow,medium_narrow
1000078961,5675.424400000001,1135.08488,2,5,medium,mixed,medium_mixed
1000078967,1196.1516000000001,1196.1516000000001,1,1,large,narrow,large_narrow
1000078968,4154.377,830.8754000000001,2,5,medium,mixed,medium_mixed
1000078969,5356.1806,892.6967666666666,2,6,medium,mixed,medium_mixed
1000078976,11148.57,743.2379999999999,1,15,medium,narrow,medium_narrow
1000078980,3570.1800000000003,714.0360000000001,2,5,medium,mixed,medium_mixed
1000078992,2610.1877999999997,1305.0938999999998,1,2,large,narrow,large_narrow
1000079001,1960.3020000000001,326.71700000000004,2,6,small,mixed,small_mixed
1000079002,9586.9538,599.1846125,3,16,small,broad,small_broad
1000079008,539.3264,539.3264,1,1,small,narrow,small_narrow
1000079009,4001.6474,571.6639142857142,1,7,small,narrow,small_narrow
1000079012,363.3922,363.3922,1,1,small,narrow,small_narrow
1000079013,839.1964,839.1964,1,1,medium,narrow,medium_narrow
1000079014,1306.3028,653.1514,1,2,small,narrow,small_narrow
1000079021,60894.7108,1902.9597125,3,32,large,broad,large_broad
1000079022,9131.9992,608.7999466666666,2,15,small,mixed,small_mixed
1000079024,52379.753000000004,4029.2117692307697,2,13,large,mixed,large_mixed
1000079027,16985.2334,943.6240777777779,1,18,medium,narrow,medium_narrow
1000079028,4133.81,688.9683333333334,2,6,medium,mixed,medium_mixed
1000079031,360.2208,360.2208,1,1,small,narrow,small_narrow
1000079033,14253.3392,1781.6674,3,8,large,broad,large_broad
1000079036,26684.7562,920.1640068965518,1,29,medium,narrow,medium_narrow
1000079039,23582.2792,1387.192894117647,3,17,large,broad,large_broad
1000079040,7672.6842,767.26842,2,10,medium,mixed,medium_mixed
1000079046,5282.579,440.2149166666666,2,12,small,mixed,small_mixed
1000079047,18499.4356,1321.3882571428571,1,14,large,narrow,large_narrow
1000079048,28351.8764,1771.992275,3,16,large,broad,large_broad
1000079051,11031.6364,919.3030333333332,1,12,medium,narrow,medium_narrow
1000079052,2032.2394000000002,508.05985000000004,1,4,small,narrow,small_narrow
1000079056,7136.8118,892.101475,2,8,medium,mixed,medium_mixed
1000079061,9952.6068,904.7824363636363,2,11,medium,mixed,medium_mixed
1000079062,346.4362,346.4362,1,1,small,narrow,small_narrow
1000079066,7618.0168,634.8347333333334,1,12,small,narrow,small_narrow
1000079067,8059.124000000001,424.1644210526316,1,19,small,narrow,small_narrow
1000079072,11423.3514,1038.486490909091,3,11,medium,broad,medium_broad
1000079073,693.7830000000001,693.7830000000001,1,1,medium,narrow,medium_narrow
1000079075,1026.1834,1026.1834,1,1,medium,narrow,medium_narrow
1000079076,5013.8892,2506.9446,1,2,large,narrow,large_narrow
1000079083,3861.9802,1930.9901,2,2,large,mixed,large_mixed
1000079085,2755.507,688.87675,1,4,small,narrow,small_narrow
1000079086,987.3101999999999,493.65509999999995,1,2,small,narrow,small_narrow
1000079088,4403.9442,1100.98605,2,4,medium,mixed,medium_mixed
1000079093,776.6476,388.3238,1,2,small,narrow,small_narrow
1000079096,4781.7804,796.9634,1,6,medium,narrow,medium_narrow
1000079099,7018.4338,779.8259777777778,3,9,medium,broad,medium_broad
1000079100,3504.4598,584.0766333333333,1,6,small,narrow,small_narrow
1000079101,5341.9878,1335.49695,1,4,large,narrow,large_narrow
1000079110,23251.857,596.2014615384616,1,39,small,narrow,small_narrow
