alert_id,fecha_alerta,id_cliente,provincia,bloque_analitico,categoria_h,familia,familia_comercial,tipo_alerta,motivo,segment_or_pattern,loyalty_tier,trend,prioridad,score,expected_impact_eur,urgency_factor,conversion_probability,canal_recomendado,contact_window_days,trace_features,holiday_period,campaign_active,campaign_name
ALT-20251229-000441,2025-12-29,16109,León,Commodities,Categoria C2,Categoria C2,Bioseguridad,churn_risk,"Sustained drop: €2,953 → €1,272 (-57%).",churn_risk_dropping,loyal,declining,High,983.3476770000002,1680.9362000000003,0.9,0.65,delegado,7,"{""segment"": ""churn_risk_dropping"", ""loyalty_tier"": ""loyal"", ""trend"": ""declining"", ""share_of_potential"": 0.7629378531073447, ""potencial_h"": 1667.34, ""volume_eur_current"": 1272.0768, ""volume_eur_baseline"": 2953.0130000000004, ""recency_days"": 68.0, ""conversion_probability"": 0.65}",True,False,
ALT-20251229-000442,2025-12-29,1000080471,Las Palmas,Commodities,Categoria C1,Categoria C1,Anestesia,churn_risk,"Sustained drop: €2,644 → €964 (-64%).",churn_risk_dropping,loyal,declining,High,982.759869,1679.9314,0.9,0.65,delegado,2,"{""segment"": ""churn_risk_dropping"", ""loyalty_tier"": ""loyal"", ""trend"": ""declining"", ""share_of_potential"": 0.4335169491525424, ""potencial_h"": 2223.12, ""volume_eur_current"": 963.7602, ""volume_eur_baseline"": 2643.6916, ""recency_days"": 320.0, ""conversion_probability"": 0.65}",True,False,
ALT-20251229-000443,2025-12-29,37594,Zaragoza,Productos Técnicos,Categoria T1,Familia T2,Biomateriales (técnicos),lost,"Lost client (technical): 669d without buying. Historic volume: ~€21,698/yr.",lost,,inactive,High,976.4181584848485,21698.1812996633,0.3,0.15,delegado,2,"{""pattern"": ""lost"", ""trend"": ""inactive"", ""recency_days"": 669.0, ""frequency_recent"": 0, ""frequency_baseline"": 0, ""volume_recent"": 0.0, ""expected_vol_recent"": 0.0, ""mean_interpurchase_days"": 42.42857142857143, ""lifetime_volume"": 17655.7804, ""conversion_probability"": 0.15}",True,False,
ALT-20251229-000445,2025-12-29,2074,Pontevedra,Commodities,Categoria C1,Categoria C1,Anestesia,churn_risk,"Sustained drop: €3,105 → €1,442 (-54%).",churn_risk_dropping,loyal,declining,High,972.730395,1662.787,0.9,0.65,delegado,2,"{""segment"": ""churn_risk_dropping"", ""loyalty_tier"": ""loyal"", ""trend"": ""declining"", ""share_of_potential"": 0.42287292817679556, ""potencial_h"": 3410.04, ""volume_eur_current"": 1442.0136, ""volume_eur_baseline"": 3104.8006, ""recency_days"": 206.0, ""conversion_probability"": 0.65}",True,False,
ALT-20251229-000446,2025-12-29,1000082400,Barcelona,Productos Técnicos,Categoria T1,Familia T1,Biomateriales (técnicos),opportunity_spike,"Anomalous spike: €7,466 vs expected €2,603 — investigate opportunity.",systematic_spike,,improving,Medium,972.7280399999999,4863.640199999999,0.4,0.5,televenta,30,"{""pattern"": ""systematic_spike"", ""trend"": ""improving"", ""recency_days"": 10.0, ""frequency_recent"": 2, ""frequency_baseline"": 6, ""volume_recent"": 7466.2919999999995, ""expected_vol_recent"": 2602.6518000000005, ""mean_interpurchase_days"": 60.0, ""lifetime_volume"": 35524.704000000005, ""conversion_probability"": 0.5}",True,False,
ALT-20251229-000447,2025-12-29,25232,Barcelona,Commodities,Categoria C1,Categoria C1,Anestesia,churn_risk,"Sustained drop: €2,029 → €398 (-80%).",churn_risk_dropping,moderate,declining,High,953.994015,1630.759,0.9,0.65,delegado,7,"{""segment"": ""churn_risk_dropping"", ""loyalty_tier"": ""moderate"", ""trend"": ""declining"", ""share_of_potential"": 0.11673112338858195, ""potencial_h"": 3410.04, ""volume_eur_current"": 398.0578, ""volume_eur_baseline"": 2028.8168, ""recency_days"": 117.0, ""conversion_probability"": 0.65}",True,False,
ALT-20251229-000448,2025-12-29,22116,Madrid,Productos Técnicos,Categoria T1,Familia T2,Biomateriales (técnicos),opportunity_spike,"Anomalous spike: €5,020 vs expected €263 — investigate opportunity.",systematic_spike,,improving,Medium,951.4083534545457,4757.041767272728,0.4,0.5,televenta,30,"{""pattern"": ""systematic_spike"", ""trend"": ""improving"", ""recency_days"": 34.0, ""frequency_recent"": 3, ""frequency_baseline"": 1, ""volume_recent"": 5020.106400000001, ""expected_vol_recent"": 263.06463272727274, ""mean_interpurchase_days"": 21.0, ""lifetime_volume"": 5823.915000000001, ""conversion_probability"": 0.5}",True,False,
ALT-20251229-000449,2025-12-29,1000080606,La Rioja,Productos Técnicos,Categoria T1,Familia T1,Biomateriales (técnicos),opportunity_spike,"Anomalous spike: €5,439 vs expected €708 — investigate opportunity.",occasional_spike,,improving,Medium,946.20132,4731.0066,0.4,0.5,televenta,30,"{""pattern"": ""occasional_spike"", ""trend"": ""improving"", ""recency_days"": 34.0, ""frequency_recent"": 3, ""frequency_baseline"": 2, ""volume_recent"": 5438.5428, ""expected_vol_recent"": 707.5362000000001, ""mean_interpurchase_days"": 228.16666666666666, ""lifetime_volume"": 9231.4116, ""conversion_probability"": 0.5}",True,False,
ALT-20251229-000450,2025-12-29,37271,Huelva,Productos Técnicos,Categoria T1,Familia T1,Biomateriales (técnicos),lost,"Lost client (technical): 1411d without buying. Historic volume: ~€21,025/yr.",lost,,inactive,High,946.1455302325579,21025.45622739018,0.3,0.15,delegado,2,"{""pattern"": ""lost"", ""trend"": ""inactive"", ""recency_days"": 1411.0, ""frequency_recent"": 0, ""frequency_baseline"": 0, ""volume_recent"": 0.0, ""expected_vol_recent"": 0.0, ""mean_interpurchase_days"": 64.5, ""lifetime_volume"": 22292.744, ""conversion_probability"": 0.15}",True,False,
ALT-20251229-000451,2025-12-29,1000059880,Vizcaya,Productos Técnicos,Categoria T1,Familia T1,Biomateriales (técnicos),lost,"Lost client (technical): 1076d without buying. Historic volume: ~€20,932/yr.",lost,,inactive,High,941.926230590164,20931.694013114757,0.3,0.15,delegado,2,"{""pattern"": ""lost"", ""trend"": ""inactive"", ""recency_days"": 1076.0, ""frequency_recent"": 0, ""frequency_baseline"": 0, ""volume_recent"": 0.0, ""expected_vol_recent"": 0.0, ""mean_interpurchase_days"": 305.0, ""lifetime_volume"": 34981.7352, ""conversion_probability"": 0.15}",True,False,
ALT-20251229-000452,2025-12-29,39862,Madrid,Commodities,Categoria C1,Categoria C1,Anestesia,churn_risk,"Sustained drop: €2,532 → €925 (-63%).",churn_risk_dropping,moderate,declining,High,940.0152060000001,1606.8636000000001,0.9,0.65,delegado,7,"{""segment"": ""churn_risk_dropping"", ""loyalty_tier"": ""moderate"", ""trend"": ""declining"", ""share_of_potential"": 0.11631412786108919, ""potencial_h"": 7956.76, ""volume_eur_current"": 925.4836, ""volume_eur_baseline"": 2532.3472, ""recency_days"": 111.0, ""conversion_probability"": 0.65}",True,False,
ALT-20251229-000453,2025-12-29,1000081159,Alicante,Productos Técnicos,Categoria T1,Familia T2,Biomateriales (técnicos),opportunity_spike,"Anomalous spike: €5,029 vs expected €333 — investigate opportunity.",occasional_spike,,improving,Medium,939.3310000000001,4696.655000000001,0.4,0.5,televenta,30,"{""pattern"": ""occasional_spike"", ""trend"": ""improving"", ""recency_days"": 12.0, ""frequency_recent"": 3, ""frequency_baseline"": 1, ""volume_recent"": 5029.2438, ""expected_vol_recent"": 332.5888, ""mean_interpurchase_days"": 99.15384615384616, ""lifetime_volume"": 15682.4788, ""conversion_probability"": 0.5}",True,False,
ALT-20251229-000454,2025-12-29,1000101184,Zaragoza,Productos Técnicos,Categoria T1,Familia T1,Biomateriales (técnicos),opportunity_spike,"Anomalous spike: €4,876 vs expected €179 — investigate opportunity.",systematic_spike,,improving,Medium,939.3193534545455,4696.596767272727,0.4,0.5,televenta,30,"{""pattern"": ""systematic_spike"", ""trend"": ""improving"", ""recency_days"": 34.0, ""frequency_recent"": 3, ""frequency_baseline"": 1, ""volume_recent"": 4876.0118, ""expected_vol_recent"": 179.41503272727275, ""mean_interpurchase_days"": 24.666666666666668, ""lifetime_volume"": 5424.2244, ""conversion_probability"": 0.5}",True,False,
ALT-20251229-000455,2025-12-29,1000081533,Valladolid,Productos Técnicos,Categoria T1,Familia T1,Biomateriales (técnicos),opportunity_spike,"Anomalous spike: €8,215 vs expected €3,524 — investigate opportunity.",systematic_spike,,improving,Medium,938.3073600000002,4691.536800000001,0.4,0.5,televenta,30,"{""pattern"": ""systematic_spike"", ""trend"": ""improving"", ""recency_days"": 6.0, ""frequency_recent"": 7, ""frequency_baseline"": 17, ""volume_recent"": 8215.2448, ""expected_vol_recent"": 3523.7079999999996, ""mean_interpurchase_days"": 25.314285714285713, ""lifetime_volume"": 61776.2658, ""conversion_probability"": 0.5}",True,False,
ALT-20251229-000456,2025-12-29,1000069082,Zamora,Commodities,Categoria C1,Categoria C1,Anestesia,churn_risk,"Sustained drop: €2,040 → €440 (-78%).",churn_risk_dropping,weakly_engaged,declining,High,936.341406,1600.5836,0.9,0.65,delegado,2,"{""segment"": ""churn_risk_dropping"", ""loyalty_tier"": ""weakly_engaged"", ""trend"": ""declining"", ""share_of_potential"": 0.09672651933701658, ""potencial_h"": 4546.72, ""volume_eur_current"": 439.7884, ""volume_eur_baseline"": 2040.3719999999998, ""recency_days"": 167.0, ""conversion_probability"": 0.65}",True,False,
ALT-20251229-000457,2025-12-29,42298,A Coruña,Commodities,Categoria C1,Categoria C1,Anestesia,churn_risk,"Sustained drop: €1,892 → €295 (-84%).",churn_risk_dropping,moderate,declining,High,934.137126,1596.8156,0.9,0.65,delegado,7,"{""segment"": ""churn_risk_dropping"", ""loyalty_tier"": ""moderate"", ""trend"": ""declining"", ""share_of_potential"": 0.13282485875706218, ""potencial_h"": 2223.12, ""volume_eur_current"": 295.28560000000004, ""volume_eur_baseline"": 1892.1012, ""recency_days"": 116.0, ""conversion_probability"": 0.65}",True,False,
ALT-20251229-000458,2025-12-29,41480,Barcelona,Productos Técnicos,Categoria T1,Familia T1,Biomateriales (técnicos),silent,"Occasional client with no recent purchase: €6,178 in baseline.",occasional_silent,,declining,Medium,926.71605,6178.107,0.5,0.3,televenta,30,"{""pattern"": ""occasional_silent"", ""trend"": ""declining"", ""recency_days"": 123.0, ""frequency_recent"": 0, ""frequency_baseline"": 3, ""volume_recent"": 0.0, ""expected_vol_recent"": 1054.098, ""mean_interpurchase_days"": 220.42857142857142, ""lifetime_volume"": 14117.0946, ""conversion_probability"": 0.3}",True,False,
ALT-20251229-000459,2025-12-29,35347,Barcelona,Productos Técnicos,Categoria T1,Familia T2,Biomateriales (técnicos),lost,"Lost client (technical): 1279d without buying. Historic volume: ~€20,592/yr.",lost,,inactive,High,926.6468972185428,20592.153271523177,0.3,0.15,delegado,2,"{""pattern"": ""lost"", ""trend"": ""inactive"", ""recency_days"": 1279.0, ""frequency_recent"": 0, ""frequency_baseline"": 0, ""volume_recent"": 0.0, ""expected_vol_recent"": 0.0, ""mean_interpurchase_days"": 43.142857142857146, ""lifetime_volume"": 17037.8912, ""conversion_probability"": 0.15}",True,False,
ALT-20251229-000460,2025-12-29,1000076309,Lugo,Commodities,Categoria C1,Categoria C1,Anestesia,churn_risk,"Sustained drop: €2,682 → €1,100 (-59%).",churn_risk_dropping,loyal,declining,High,925.650648,1582.3088,0.9,0.65,delegado,7,"{""segment"": ""churn_risk_dropping"", ""loyalty_tier"": ""loyal"", ""trend"": ""declining"", ""share_of_potential"": 0.3224309392265194, ""potencial_h"": 3410.04, ""volume_eur_current"": 1099.5024, ""volume_eur_baseline"": 2681.8112, ""recency_days"": 28.0, ""conversion_probability"": 0.65}",True,False,
ALT-20251229-000461,2025-12-29,34987,Madrid,Productos Técnicos,Categoria T1,Familia T1,Biomateriales (técnicos),silent,"Occasional client with no recent purchase: €6,169 in baseline.",occasional_silent,,declining,Medium,925.30305,6168.687,0.5,0.3,televenta,30,"{""pattern"": ""occasional_silent"", ""trend"": ""declining"", ""recency_days"": 96.0, ""frequency_recent"": 0, ""frequency_baseline"": 3, ""volume_recent"": 0.0, ""expected_vol_recent"": 591.1992, ""mean_interpurchase_days"": 101.5, ""lifetime_volume"": 15765.1236, ""conversion_probability"": 0.3}",True,False,
ALT-20251229-000462,2025-12-29,27421,Lleida,Productos Técnicos,Categoria T1,Familia T1,Biomateriales (técnicos),silent,"Occasional client with no recent purchase: €6,134 in baseline.",occasional_silent,,declining,Medium,920.15973,6134.3982,0.5,0.3,televenta,30,"{""pattern"": ""occasional_silent"", ""trend"": ""declining"", ""recency_days"": 108.0, ""frequency_recent"": 0, ""frequency_baseline"": 2, ""volume_recent"": 0.0, ""expected_vol_recent"": 2577.4376, ""mean_interpurchase_days"": 133.58333333333334, ""lifetime_volume"": 27949.8308, ""conversion_probability"": 0.3}",True,False,
ALT-20251229-000463,2025-12-29,1000100072,Valencia,Commodities,Categoria C1,Categoria C1,Anestesia,churn_risk,"Sustained drop: €2,880 → €1,315 (-54%).",churn_risk_dropping,loyal,declining,High,915.5109600000002,1564.976,0.9,0.65,delegado,2,"{""segment"": ""churn_risk_dropping"", ""loyalty_tier"": ""loyal"", ""trend"": ""declining"", ""share_of_potential"": 0.3855801104972376, ""potencial_h"": 3410.04, ""volume_eur_current"": 1314.8436000000002, ""volume_eur_baseline"": 2879.8196000000003, ""recency_days"": 55.0, ""conversion_probability"": 0.65}",True,False,
ALT-20251229-000464,2025-12-29,1000079195,Málaga,Commodities,Categoria C2,Categoria C2,Bioseguridad,churn_risk,"Sustained drop: €2,359 → €795 (-66%).",churn_risk_dropping,loyal,declining,High,914.9966280000001,1564.0968,0.9,0.65,delegado,7,"{""segment"": ""churn_risk_dropping"", ""loyalty_tier"": ""loyal"", ""trend"": ""declining"", ""share_of_potential"": 0.7317919075144508, ""potencial_h"": 1086.44, ""volume_eur_current"": 795.048, ""volume_eur_baseline"": 2359.1448, ""recency_days"": 251.0, ""conversion_probability"": 0.65}",True,False,
ALT-20251229-000465,2025-12-29,42160,Madrid,Commodities,Categoria C1,Categoria C1,Anestesia,churn_risk,"Sustained drop: €1,773 → €210 (-88%).",churn_risk_dropping,weakly_engaged,declining,High,914.7210930000002,1563.6258000000003,0.9,0.65,delegado,2,"{""segment"": ""churn_risk_dropping"", ""loyalty_tier"": ""weakly_engaged"", ""trend"": ""declining"", ""share_of_potential"": 0.09439265536723164, ""potencial_h"": 2223.12, ""volume_eur_current"": 209.84619999999998, ""volume_eur_baseline"": 1773.4720000000002, ""recency_days"": 116.0, ""conversion_probability"": 0.65}",True,False,
ALT-20251229-000466,2025-12-29,1000080433,Sevilla,Productos Técnicos,Categoria T1,Familia T1,Biomateriales (técnicos),lost,"Lost client (technical): 1538d without buying. Historic volume: ~€20,275/yr.",lost,,inactive,High,912.3660809671532,20274.801799270073,0.3,0.15,delegado,2,"{""pattern"": ""lost"", ""trend"": ""inactive"", ""recency_days"": 1538.0, ""frequency_recent"": 0, ""frequency_baseline"": 0, ""volume_recent"": 0.0, ""expected_vol_recent"": 0.0, ""mean_interpurchase_days"": 27.4, ""lifetime_volume"": 15219.9882, ""conversion_probability"": 0.15}",True,False,
ALT-20251229-000467,2025-12-29,1000076338,Madrid,Commodities,Categoria C1,Categoria C1,Anestesia,churn_risk,"Sustained drop: €1,995 → €436 (-78%).",churn_risk_dropping,near_loyal,declining,High,911.9473740000002,1558.8844000000001,0.9,0.65,delegado,2,"{""segment"": ""churn_risk_dropping"", ""loyalty_tier"": ""near_loyal"", ""trend"": ""declining"", ""share_of_potential"": 0.2420905923344948, ""potencial_h"": 1802.36, ""volume_eur_current"": 436.3344, ""volume_eur_baseline"": 1995.2188, ""recency_days"": 332.0, ""conversion_probability"": 0.65}",True,False,
ALT-20251229-000468,2025-12-29,1000081236,Murcia,Productos Técnicos,Categoria T1,Familia T1,Biomateriales (técnicos),opportunity_spike,"Anomalous spike: €5,707 vs expected €1,159 — investigate opportunity.",systematic_spike,,improving,Medium,909.6328800000001,4548.164400000001,0.4,0.5,televenta,30,"{""pattern"": ""systematic_spike"", ""trend"": ""improving"", ""recency_days"": 62.0, ""frequency_recent"": 2, ""frequency_baseline"": 6, ""volume_recent"": 5706.730200000001, ""expected_vol_recent"": 1158.5658, ""mean_interpurchase_days"": 69.55555555555556, ""lifetime_volume"": 25356.2222, ""conversion_probability"": 0.5}",True,False,
ALT-20251229-000469,2025-12-29,255,Tarragona,Productos Técnicos,Categoria T1,Familia T1,Biomateriales (técnicos),opportunity_spike,"Anomalous spike: €6,114 vs expected €1,578 — investigate opportunity.",systematic_spike,,improving,Medium,907.2025199999998,4536.012599999999,0.4,0.5,televenta,30,"{""pattern"": ""systematic_spike"", ""trend"": ""improving"", ""recency_days"": 10.0, ""frequency_recent"": 7, ""frequency_baseline"": 9, ""volume_recent"": 6114.0509999999995, ""expected_vol_recent"": 1578.0384000000001, ""mean_interpurchase_days"": 30.53448275862069, ""lifetime_volume"": 60495.428400000004, ""conversion_probability"": 0.5}",True,False,
ALT-20251229-000470,2025-12-29,35226,Madrid,Productos Técnicos,Categoria T1,Familia T2,Biomateriales (técnicos),opportunity_spike,"Anomalous spike: €4,641 vs expected €110 — investigate opportunity.",systematic_spike,,improving,Medium,906.0667534545455,4530.3337672727275,0.4,0.5,televenta,30,"{""pattern"": ""systematic_spike"", ""trend"": ""improving"", ""recency_days"": 7.0, ""frequency_recent"": 3, ""frequency_baseline"": 1, ""volume_recent"": 4640.794400000001, ""expected_vol_recent"": 110.46063272727272, ""mean_interpurchase_days"": 34.666666666666664, ""lifetime_volume"": 4978.313, ""conversion_probability"": 0.5}",True,False,
ALT-20251229-000471,2025-12-29,4913,Gipúzkoa,Commodities,Categoria C1,Categoria C1,Anestesia,churn_risk,"Sustained drop: €2,005 → €467 (-77%).",churn_risk_dropping,near_loyal,declining,High,899.3646090000001,1537.3754,0.9,0.65,delegado,2,"{""segment"": ""churn_risk_dropping"", ""loyalty_tier"": ""near_loyal"", ""trend"": ""declining"", ""share_of_potential"": 0.25926829268292684, ""potencial_h"": 1802.36, ""volume_eur_current"": 467.2948, ""volume_eur_baseline"": 2004.6702, ""recency_days"": 284.0, ""conversion_probability"": 0.65}",True,False,
ALT-20251229-000472,2025-12-29,12295,A Coruña,Productos Técnicos,Categoria T1,Familia T1,Biomateriales (técnicos),lost,"Lost client (technical): 1167d without buying. Historic volume: ~€19,935/yr.",lost,,inactive,High,897.0665886231883,19934.813080515298,0.3,0.15,delegado,2,"{""pattern"": ""lost"", ""trend"": ""inactive"", ""recency_days"": 1167.0, ""frequency_recent"": 0, ""frequency_baseline"": 0, ""volume_recent"": 0.0, ""expected_vol_recent"": 0.0, ""mean_interpurchase_days"": 51.75, ""lifetime_volume"": 33916.4902, ""conversion_probability"": 0.15}",True,False,
ALT-20251229-000473,2025-12-29,33196,Zaragoza,Productos Técnicos,Categoria T1,Familia T1,Biomateriales (técnicos),silent,"Occasional client with no recent purchase: €5,980 in baseline.",occasional_silent,,declining,Medium,896.9629799999999,5979.753199999999,0.5,0.3,televenta,30,"{""pattern"": ""occasional_silent"", ""trend"": ""declining"", ""recency_days"": 101.0, ""frequency_recent"": 0, ""frequency_baseline"": 2, ""volume_recent"": 0.0, ""expected_vol_recent"": 1957.0101381818179, ""mean_interpurchase_days"": 109.8, ""lifetime_volume"": 28995.9532, ""conversion_probability"": 0.3}",True,False,
ALT-20251229-000474,2025-12-29,1000079586,Zaragoza,Productos Técnicos,Categoria T1,Familia T1,Biomateriales (técnicos),lost,"Lost client (technical): 606d without buying. Historic volume: ~€19,883/yr.",lost,,inactive,High,894.7480363483146,19883.289696629214,0.3,0.15,delegado,2,"{""pattern"": ""lost"", ""trend"": ""inactive"", ""recency_days"": 606.0, ""frequency_recent"": 0, ""frequency_baseline"": 0, ""volume_recent"": 0.0, ""expected_vol_recent"": 0.0, ""mean_interpurchase_days"": 77.13333333333334, ""lifetime_volume"": 63027.3046, ""conversion_probability"": 0.15}",True,False,
ALT-20251229-000475,2025-12-29,31282,A Coruña,Commodities,Categoria C2,Categoria C2,Bioseguridad,churn_risk,"Sustained drop: €2,006 → €477 (-76%).",churn_risk_dropping,near_loyal,declining,High,894.680514,1529.3684,0.9,0.65,delegado,2,"{""segment"": ""churn_risk_dropping"", ""loyalty_tier"": ""near_loyal"", ""trend"": ""declining"", ""share_of_potential"": 0.21457627118644068, ""potencial_h"": 2223.12, ""volume_eur_current"": 477.0288, ""volume_eur_baseline"": 2006.3972, ""recency_days"": 214.0, ""conversion_probability"": 0.65}",True,False,
ALT-20251229-000476,2025-12-29,24597,Asturias,Productos Técnicos,Categoria T1,Familia T2,Biomateriales (técnicos),silent,"Occasional client with no recent purchase: €5,953 in baseline.",occasional_silent,,declining,Medium,892.98774,5953.2516000000005,0.5,0.3,televenta,30,"{""pattern"": ""occasional_silent"", ""trend"": ""declining"", ""recency_days"": 234.0, ""frequency_recent"": 0, ""frequency_baseline"": 2, ""volume_recent"": 0.0, ""expected_vol_recent"": 2918.2846, ""mean_interpurchase_days"": 112.78571428571429, ""lifetime_volume"": 40067.6246, ""conversion_probability"": 0.3}",True,False,
ALT-20251229-000477,2025-12-29,30544,Toledo,Commodities,Categoria C2,Categoria C2,Bioseguridad,churn_risk,"Sustained drop: €2,534 → €1,009 (-60%).",churn_risk_dropping,loyal,declining,High,892.017009,1524.8154,0.9,0.65,delegado,7,"{""segment"": ""churn_risk_dropping"", ""loyalty_tier"": ""loyal"", ""trend"": ""declining"", ""share_of_potential"": 0.9286127167630058, ""potencial_h"": 1086.44, ""volume_eur_current"": 1008.8820000000001, ""volume_eur_baseline"": 2533.6974, ""recency_days"": 39.0, ""conversion_probability"": 0.65}",True,False,
ALT-20251229-000478,2025-12-29,1000080243,Madrid,Commodities,Categoria C1,Categoria C1,Anestesia,churn_risk,"Sustained drop: €2,699 → €1,174 (-56%).",churn_risk_dropping,loyal,declining,High,891.8700570000001,1524.5642,0.9,0.65,delegado,7,"{""segment"": ""churn_risk_dropping"", ""loyalty_tier"": ""loyal"", ""trend"": ""declining"", ""share_of_potential"": 0.6513414634146342, ""potencial_h"": 1802.36, ""volume_eur_current"": 1173.9518, ""volume_eur_baseline"": 2698.516, ""recency_days"": 31.0, ""conversion_probability"": 0.65}",True,False,
ALT-20251229-000479,2025-12-29,1000077779,Jaén,Commodities,Categoria C2,Categoria C2,Bioseguridad,churn_risk,"Sustained drop: €2,315 → €795 (-66%).",churn_risk_dropping,loyal,declining,High,889.2065520000002,1520.0112000000001,0.9,0.65,delegado,2,"{""segment"": ""churn_risk_dropping"", ""loyalty_tier"": ""loyal"", ""trend"": ""declining"", ""share_of_potential"": 0.4768361581920904, ""potencial_h"": 1667.34, ""volume_eur_current"": 795.048, ""volume_eur_baseline"": 2315.0592, ""recency_days"": 131.0, ""conversion_probability"": 0.65}",True,False,
ALT-20251229-000480,2025-12-29,22116,Madrid,Productos Técnicos,Categoria T1,Familia T1,Biomateriales (técnicos),opportunity_spike,"Anomalous spike: €5,572 vs expected €1,144 — investigate opportunity.",occasional_spike,,improving,Medium,885.560954909091,4427.804774545455,0.4,0.5,televenta,30,"{""pattern"": ""occasional_spike"", ""trend"": ""improving"", ""recency_days"": 10.0, ""frequency_recent"": 4, ""frequency_baseline"": 2, ""volume_recent"": 5571.5846, ""expected_vol_recent"": 1143.7798254545453, ""mean_interpurchase_days"": 127.38461538461539, ""lifetime_volume"": 22336.3586, ""conversion_probability"": 0.5}",True,False,
ALT-20251229-000481,2025-12-29,1000082321,Cádiz,Commodities,Categoria C1,Categoria C1,Anestesia,churn_risk,"Sustained drop: €2,500 → €993 (-60%).",churn_risk_dropping,near_loyal,declining,High,881.8405830000002,1507.4198000000001,0.9,0.65,delegado,2,"{""segment"": ""churn_risk_dropping"", ""loyalty_tier"": ""near_loyal"", ""trend"": ""declining"", ""share_of_potential"": 0.21832872928176794, ""potencial_h"": 4546.72, ""volume_eur_current"": 992.6796, ""volume_eur_baseline"": 2500.0994, ""recency_days"": 192.0, ""conversion_probability"": 0.65}",True,False,
ALT-20251229-000482,2025-12-29,1000080217,Vizcaya,Productos Técnicos,Categoria T1,Familia T1,Biomateriales (técnicos),lost,"Lost client (technical): 1559d without buying. Historic volume: ~€19,559/yr.",lost,,inactive,High,880.1344037715518,19558.542306034484,0.3,0.15,delegado,2,"{""pattern"": ""lost"", ""trend"": ""inactive"", ""recency_days"": 1559.0, ""frequency_recent"": 0, ""frequency_baseline"": 0, ""volume_recent"": 0.0, ""expected_vol_recent"": 0.0, ""mean_interpurchase_days"": 116.0, ""lifetime_volume"": 12431.731, ""conversion_probability"": 0.15}",True,False,
ALT-20251229-000483,2025-12-29,13961,Cáceres,Commodities,Categoria C1,Categoria C1,Anestesia,churn_risk,"Sustained drop: €2,776 → €1,272 (-54%).",churn_risk_dropping,loyal,declining,High,879.985314,1504.2484,0.9,0.65,delegado,2,"{""segment"": ""churn_risk_dropping"", ""loyalty_tier"": ""loyal"", ""trend"": ""declining"", ""share_of_potential"": 0.5721610169491524, ""potencial_h"": 2223.12, ""volume_eur_current"": 1271.9825999999998, ""volume_eur_baseline"": 2776.2309999999998, ""recency_days"": 230.0, ""conversion_probability"": 0.65}",True,False,
ALT-20251229-000484,2025-12-29,6757,Madrid,Commodities,Categoria C2,Categoria C2,Bioseguridad,churn_risk,"Sustained drop: €2,897 → €1,395 (-52%).",churn_risk_dropping,loyal,declining,High,878.9015430000002,1502.3958000000002,0.9,0.65,delegado,7,"{""segment"": ""churn_risk_dropping"", ""loyalty_tier"": ""loyal"", ""trend"": ""declining"", ""share_of_potential"": 0.627542372881356, ""potencial_h"": 2223.12, ""volume_eur_current"": 1395.1019999999999, ""volume_eur_baseline"": 2897.4978, ""recency_days"": 41.0, ""conversion_probability"": 0.65}",True,False,
ALT-20251229-000485,2025-12-29,36374,Vizcaya,Productos Técnicos,Categoria T1,Familia T2,Biomateriales (técnicos),opportunity_spike,"Anomalous spike: €6,229 vs expected €1,837 — investigate opportunity.",systematic_spike,,improving,Medium,878.2831200000003,4391.415600000001,0.4,0.5,televenta,30,"{""pattern"": ""systematic_spike"", ""trend"": ""improving"", ""recency_days"": 25.0, ""frequency_recent"": 2, ""frequency_baseline"": 7, ""volume_recent"": 6228.849400000001, ""expected_vol_recent"": 1837.4338, ""mean_interpurchase_days"": 46.28947368421053, ""lifetime_volume"": 82652.6814, ""conversion_probability"": 0.5}",True,False,
ALT-20251229-000486,2025-12-29,1000068212,Madrid,Productos Técnicos,Categoria T1,Familia T2,Biomateriales (técnicos),lost,"Lost client (technical): 1550d without buying. Historic volume: ~€19,257/yr.",lost,,inactive,High,866.5769968235294,19257.266596078432,0.3,0.15,delegado,2,"{""pattern"": ""lost"", ""trend"": ""inactive"", ""recency_days"": 1550.0, ""frequency_recent"": 0, ""frequency_baseline"": 0, ""volume_recent"": 0.0, ""expected_vol_recent"": 0.0, ""mean_interpurchase_days"": 42.5, ""lifetime_volume"": 13453.7068, ""conversion_probability"": 0.15}",True,False,
ALT-20251229-000487,2025-12-29,35347,Barcelona,Productos Técnicos,Categoria T1,Familia T1,Biomateriales (técnicos),lost,"Lost client (technical): 1298d without buying. Historic volume: ~€19,228/yr.",lost,,inactive,High,865.2454715940593,19227.677146534654,0.3,0.15,delegado,2,"{""pattern"": ""lost"", ""trend"": ""inactive"", ""recency_days"": 1298.0, ""frequency_recent"": 0, ""frequency_baseline"": 0, ""volume_recent"": 0.0, ""expected_vol_recent"": 0.0, ""mean_interpurchase_days"": 29.705882352941178, ""lifetime_volume"": 26602.6766, ""conversion_probability"": 0.15}",True,False,
